text,intent
सहयोगकोलागि धन्यवाद,goodbye_thanks
खुट्टामा घाउ भएर रगत बगिरहेको छ हजुर,injury_report
गोर्खानजिकैको घरमा आगो लागेको छ,fire_incident_report
के पराकम्प आउनेछ,aftershock_information_query
वृद्धवृद्धाहरूसँग कसरी निकासा गर्ने,evacuation_guidance_query
राति बस्न पाल चाहियो,shelter_request
भक्तपुर नजिक ग्यास चुहावट भयो!!,gas_leak_report
दुई दिनदेखि बिजुली छैन प्लिज,power_outage_report
भूकम्पमा छत खस्यो है,building_collapse_report
नमस्ते दाइ,greeting
ओके धन्यवाद,goodbye_thanks
बुबा लाई गम्भीर चोट लागेको छ हजुर,injury_report
छिटोनिकाल्नुहोस् थुनिएको छु,trapped_debris_report
दिदी लाई छातीमा दुखाइभइरहेको छ,medical_emergency_request
फेरि भेटौंला है,goodbye_thanks
ललितपुर को लागि निकासा योजना प्लिज,evacuation_guidance_query
हामीलाई मद्दत चाहियो,sos_help_request
हजुरआमा को बेपत्ता व्यक्ति रिपोर्ट प्लिज,family_member_missing
घाउभएको ठाउँमा कसरी उपचार गर्ने,first_aid_query
ललितपुरमा एम्बुलेन्स चाहियो,medical_emergency_request
भक्तपुर को लागि निकासा योजना,evacuation_guidance_query
म र दिदी थुनिएका छौं,trapped_debris_report
जाजरकोट जानसकिँदैन सडक बन्द छ,road_blockage_report
बुबा रबालबालिकाका लागि आश्रय चाहियो,shelter_request
वृद्धवृद्धाहरूसँग कसरी निकासा गर्ने छिटो,evacuation_guidance_query
ल ठिकछ धन्यवाद,goodbye_thanks
सहयोग गर्नु न,sos_help_request
हजुरआमा को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
के हामी तुरुन्तै निकासा गर्नुपर्छ छिटो,evacuation_guidance_query
घाउमा पट्टी कसरी बाँध्ने,first_aid_query
बुबा लाईछातीमा दुखाइ भइरहेको छ,medical_emergency_request
नजिकैको अपार्टमेन्ट भत्कियो हजुर,building_collapse_report
एम्बुलेन्सको नम्बर के हो प्लिज,emergency_contact_request
जाजरकोट मा सम्पूर्ण भवन ढल्यो हजुर,building_collapse_report
ग्यासचुहियो,gas_leak_report
के छ हाल,greeting
शुभसाँझ,greeting
पोखरा माघर भत्कियो,building_collapse_report
नजिकैको अपार्टमेन्ट भत्कियो,building_collapse_report
काठमाडौंमा सम्पूर्ण भवन ढल्यो,building_collapse_report
ललितपुर मा दिदी लाई खोजिरहेको छु,family_member_missing
छत खसेर बुबा थुनिनुभयो है,trapped_debris_report
काठमाडौं को लागि पराकम्प चेतावनी प्लिज,aftershock_information_query
आपतकालीन किटमा केके हुनुपर्छ,preparedness_tips_query
छिमेकभरि बिजुली गएको छ प्लिज,power_outage_report
भूकम्पपछि सडक क्षतिग्रस्तभयो,road_blockage_report
पर्यटकप्रहरीको नम्बर दिनुहोस्,emergency_contact_request
नजिकैको खाद्य वितरणस्थल,food_water_request
भान्सामा ग्यासधेरै चुहिँदैछ,gas_leak_report
अहिले बुबा सँगभेट भयो,family_reunification_status
बुबा लाई सुरक्षित फेला परेको छ है,family_reunification_status
अहिले आमा सँग भेट भयो???,family_reunification_status
बालबालिकालाई भूकम्प अभ्यासको लागि कसरी तयार पार्ने छिटो,preparedness_tips_query
कोहि छैन र मद्दत गर्ने छिटो,sos_help_request
हाम्रोघर पूर्ण रूपमा भत्कियो,building_collapse_report
बहिनीनमस्ते,greeting
घर धेरै हल्लियो छिटो,earthquake_occurring_report
अहिलेको अवस्थाके हो,status_check_general
जोडदारभूकम्प आयो,earthquake_occurring_report
गोर्खा को लागि निकासा योजना,evacuation_guidance_query
शुभ साँझ,greeting
अर्को भूकम्प आउने छ कि,aftershock_information_query
अनि,fallback_unclear
सबैभन्दा नजिकको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
कुन खुल्ला ठाउँभेला हुन सुरक्षित छ,safe_location_query
गोर्खा को लागि पराकम्प चेतावनी छिटो,aftershock_information_query
मेरो घरलाईभूकम्प प्रतिरोधी कसरी बनाउने,preparedness_tips_query
छोरी को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
हजुरआमा लाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request
भूकम्पपछि दाजु लाई भेट्टाउन सकिएको छैन,family_member_missing
पराकम्पकति समयसम्म रहन्छ,aftershock_information_query
भूकम्पले सबै हल्लियो,earthquake_occurring_report
दाजु सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status
परिवारको भेला हुने ठाउँकसरी योजना बनाउने,preparedness_tips_query
अहिले बुबा सँग भेट भयो,family_reunification_status
बुबा को लागि खाद्यान्न चाहियो???,food_water_request
आमा लाई एम्बुलेन्स चाहियो छिटो???,medical_emergency_request
सिलिन्डरबाट ग्यास चुहिँदैछ???,gas_leak_report
पाल शिविरकोस्थान चाहियो,shelter_request
बिजुलीकहिले आउँछ,power_outage_report
हजुरआमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status
अहिले दाजु सँग भेट भयो छिटो,family_reunification_status
यति नै हो धन्यवाद!!,goodbye_thanks
बिजुलीकोतारबाट आगो लाग्यो,fire_incident_report
मेरो घरलाई भूकम्प प्रतिरोधी कसरी बनाउने,preparedness_tips_query
मेरो घरमा चिरा परेको छ सुरक्षित छ कि छैन,building_damage_check
अहिले मैले केगर्ने,status_check_general
ग्यास चुल्होलेआगो लाग्यो,fire_incident_report
मेरोपरिवारको सदस्य सुरक्षित भेटियो,family_reunification_status
दाजु लाई एम्बुलेन्स चाहियो छिटो हजुर,medical_emergency_request
भूकम्प ५ मिनेट अगाडि आएको हो है,earthquake_occurring_report
पोखरा मा सम्पूर्ण भवन ढल्यो,building_collapse_report
भवन अलिकतिढल्किएको छ खतरा छ कि,building_damage_check
दिदी लडेरढाडमाचोट लाग्यो,injury_report
पोखरा को लागि पराकम्प चेतावनी हजुर,aftershock_information_query
ग्यास चुहावट भयो सल्लाह दिनुहोस्,gas_leak_report
भूकम्पले सबै हल्लियो!!,earthquake_occurring_report
जोडदार भूकम्प आयो,earthquake_occurring_report
सहयोग गर्नुहोस्,sos_help_request
जाजरकोट मा बिजुली गएकोछ,power_outage_report
आमा लडेरढाडमा चोट लाग्यो हजुर,injury_report
सहयोग चाहियो???,sos_help_request
काठमाडौं मा घरभत्कियो,building_collapse_report
आमा लाई सुरक्षित फेला परेको छ है,family_reunification_status
आपतकालीन सम्पर्क नम्बरहरूको सूची हजुर,emergency_contact_request
छिटो निकाल्नुहोस् थुनिएको छु???,trapped_debris_report
नमस्कार,greeting
आपतकालीन सम्पर्क नम्बरहरूको सूची???,emergency_contact_request
जाजरकोट मा घर भत्कियो हजुर,building_collapse_report
हजुरबुबा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report
धन्यवाद बहिनी,goodbye_thanks
टाउकोबाट रगत बगिरहेको छ प्लिज,injury_report
नमस्ते बुवा!!,greeting
दिदी र बालबालिकाका लागि आश्रय चाहियो है,shelter_request
उद्धारका लागि नजिकैको खुल्ला ठाउँ,safe_location_query
घरभरि ग्यासको गन्ध छ,gas_leak_report
छतखसेर हजुरबुबा थुनिनुभयो,trapped_debris_report
बुबा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status
काठमाडौं मा घर भत्कियो हजुर,building_collapse_report
गोर्खा नजिकैको घरमा आगो लागेको छ प्लिज,fire_incident_report
पराकम्पको जानकारीदिनुहोस्,aftershock_information_query
खाना र पानी सकियो छिटो,food_water_request
जे पनि टाइप गर्दैछु प्लिज,fallback_unclear
दिदीलाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request
काठमाडौं को लागि निकासा योजना,evacuation_guidance_query
नमस्तेजी,greeting
हामी कहाँ सुरक्षितआश्रय लिन सक्छौं,safe_location_query
राति बस्नपाल चाहियो,shelter_request
दाजु को लागि खाद्यान्न चाहियो,food_water_request
साथी नमस्ते???,greeting
पराकम्प कति समयसम्म रहन्छ,aftershock_information_query
हामी कहाँ सुरक्षित आश्रय लिन सक्छौं,safe_location_query
काठमाडौं नजिक पहिरोले सडक बन्दभयो,road_blockage_report
धन्यवाद हैसाथी,goodbye_thanks
गोर्खा जान सकिँदैन सडक बन्द छ,road_blockage_report
छोरा अझै घर आउनुभएको छैन???,family_member_missing
पोखरा मा बिजुली गएको छ,power_outage_report
धन्यवाद बहिनी छिटो,goodbye_thanks
मौसम कस्तो छ,fallback_unclear
गोर्खा नजिक ग्यास चुहावटभयो,gas_leak_report
संरचना भत्कियो मानिसहरू भित्रै हुन सक्छन्???,building_collapse_report
हामीलेअस्थायी आश्रय कहाँ पाउन सक्छौं,shelter_request
मेरोभवन सुरक्षित छ कि भनेर कसरी थाहा पाउने,building_damage_check
ललितपुर मा बिजुली गएको छ,power_outage_report
शुभ साँझ है,greeting
सहयोगको लागि धन्यवाद प्लिज,goodbye_thanks
पोखरा मा बिजुली गएको छ हजुर,power_outage_report
के म भवनभित्र फेरि जानमिल्छ,building_damage_check
पोखरामा बिजुली गएको छ,power_outage_report
बुबा लाई सुरक्षित फेला परेको छ,family_reunification_status
पोखरा नजिक पहिरोले सडक बन्द भयो छिटो,road_blockage_report
हजुरआमा लाईगम्भीर चोट लागेको छ,injury_report
भक्तपुर मा जोडदारधक्का महसुस भयो,earthquake_occurring_report
जाजरकोट मा सम्पूर्ण भवनढल्यो,building_collapse_report
धन्यवादबुवा,goodbye_thanks
कति पराकम्पआउने अपेक्षा छ,aftershock_information_query
जाजरकोट मा घर भत्कियो,building_collapse_report
हाइ!!,greeting
घरबाटधुवाँ आइरहेको छ,fire_incident_report
गोर्खा मा भूकम्प गयो,earthquake_occurring_report
पहिरोले एकमात्र सडक बन्द भयो,road_blockage_report
इँटाखसेर लाग्यो,injury_report
५ मिनेट अगाडि भूकम्प आयो है,earthquake_occurring_report
पराकम्प कति समयसम्म रहन्छ!!,aftershock_information_query
दाजु बेहोसहुनुभयो,medical_emergency_request
घर बलिरहेको छ दमकल चाहियो,fire_incident_report
जाजरकोट मा बिजुलीको तार खसेको छ,power_outage_report
सडकमा पर्खाल भत्कियो,building_collapse_report
घरपूर्ण रूपमा भत्कियो,building_collapse_report
काठमाडौंजान सकिँदैन सडक बन्द छ,road_blockage_report
भक्तपुर नजिककोपुल भत्कियो,road_blockage_report
भक्तपुर को लागि पराकम्प चेतावनी छिटो,aftershock_information_query
टाउकोबाट रगत बगिरहेको छ,injury_report
के म अहिले घरभित्र फर्कन सक्छु,building_damage_check
मेरो परिवारको लागि आश्रय चाहियो,shelter_request
नजिकैको सुरक्षित ठाउँ कहाँ छ है,safe_location_query
आमा को लागि खाद्यान्न चाहियो प्लिज,food_water_request
परिवारको लागि खाद्य सामग्री चाहियो!!,food_water_request
कोही सास फेर्न सकिरहेको छैन हजुर,medical_emergency_request
भूकम्प आयो,earthquake_occurring_report
पोखरा नजिक पहिरोले सडकबन्द भयो,road_blockage_report
बालबालिकालाई भूकम्प अभ्यासको लागि कसरी तयार पार्ने,preparedness_tips_query
उद्धारका लागि नजिकैको खुल्ला ठाउँ हजुर,safe_location_query
हाम्रो घर पूर्ण रूपमा भत्कियो,building_collapse_report
खाना र पानी सकियो,food_water_request
अहिले दिदी सँग भेटभयो,family_reunification_status
हजुरआमा बेहोसहुनुभयो,medical_emergency_request
गोर्खा मा भूकम्प गयो है,earthquake_occurring_report
मलाई तुरुन्तै के गर्ने भनेर भन्नुहोस्,status_check_general
ललितपुर नजिकैको घरमा आगो लागेको छ हजुर,fire_incident_report
ललितपुर नजिकैको घरमा आगोलागेको छ,fire_incident_report
भत्किएको घरभित्र फसेको छु!!,trapped_debris_report
भक्तपुर मा सम्पूर्ण भवन ढल्यो हजुर,building_collapse_report
भूकम्पदेखि हजुरबुबा बेपत्ता हुनुभएकोछ,family_member_missing
भक्तपुर को लागि पराकम्प चेतावनी!!,aftershock_information_query
जाजरकोट जान सकिँदैन सडक बन्द छ प्लिज,road_blockage_report
गोर्खा मा जोडदार धक्का महसुस भयो प्लिज,earthquake_occurring_report
भूकम्पको धक्का महसुस भयो,earthquake_occurring_report
बुबा को लागि खाद्यान्न चाहियो प्लिज,food_water_request
राहत शिविरमा दाजु भेटियो,family_reunification_status
पोखरा मा भूकम्प गयो हजुर,earthquake_occurring_report
अहिले कुन चरण पालना गर्ने,status_check_general
दाजुलाई गम्भीर चोट लागेको छ,injury_report
धेरै रगत बगिरहेको छ मेडिक चाहियो है,medical_emergency_request
अहँ छिटो,fallback_unclear
पर्यटक प्रहरीको नम्बर दिनुहोस्,emergency_contact_request
खुट्टामा घाउ भएर रगत बगिरहेको छ???,injury_report
राहत शिविरमा हजुरबुबा भेटियो प्लिज,family_reunification_status
भवन अलिकति ढल्किएको छ खतरा छ कि,building_damage_check
दिदी कोलागि खाद्यान्न चाहियो,food_water_request
सहयोगगर्नुहोस्,sos_help_request
भूकम्पपछि ग्यासको गन्ध आइरहेको छ???,gas_leak_report
सफा खानेपानीतुरुन्तै चाहियो,food_water_request
सहयोग चाहियो,sos_help_request
गोर्खा माभूकम्प गयो,earthquake_occurring_report
घरमाग्यास चुहावट भयो,gas_leak_report
हामीलाईमद्दत चाहियो,sos_help_request
धेरै धन्यवाद,goodbye_thanks
भक्तपुर मा बिजुली गएकोछ,power_outage_report
अहिले दाजु सँग भेट भयो हजुर,family_reunification_status
हजुरआमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status
पोखरानजिकको पुल भत्कियो,road_blockage_report
थाहाछैन,fallback_unclear
आमा लाई गम्भीर चोट लागेको छ,injury_report
हेल्लो हजुर हजुर,greeting
कोही सास फेर्न सकिरहेको छैन प्लिज,medical_emergency_request
धन्यवाद हजुर है,goodbye_thanks
भक्तपुर मा जोडदार धक्का महसुस भयो,earthquake_occurring_report
छत खसेर हजुरआमा थुनिनुभयो हजुर,trapped_debris_report
म र हजुरआमा थुनिएका छौं है,trapped_debris_report
गीत गाउनसक्छौ,fallback_unclear
काठमाडौं मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
ललितपुरमा आगो लागेको छ,fire_incident_report
भेटिएको परिवार सदस्य कसरी दर्ता गर्ने,family_reunification_status
जाजरकोट नजिकपहिरोले सडक बन्द भयो,road_blockage_report
सुरक्षित रूपमा कसरी निकासा गर्ने,evacuation_guidance_query
भूकम्पपछि चिरादेखा पर्यो,building_damage_check
पर्खालमा चिरा देखिएको छ???,building_damage_check
भूकम्पमा छतखस्यो,building_collapse_report
भक्तपुर मा सम्पूर्ण भवन ढल्यो छिटो,building_collapse_report
जाजरकोट मा जोडदार धक्का महसुस भयो,earthquake_occurring_report
छिटो मद्दत चाहियो,sos_help_request
दिदी लाई गहिरो घाउ छ छिटो,injury_report
भूकम्पपछि चिरा देखा पर्यो,building_damage_check
आमा बेहोस हुनुभयो,medical_emergency_request
छोरी अझै घर आउनुभएको छैन!!,family_member_missing
तिमीले के के गर्न सक्छौ हजुर,fallback_unclear
ललितपुर नजिककोपुल भत्कियो,road_blockage_report
आज राति थप धक्का आउन सक्छ कि हजुर,aftershock_information_query
पर्खालमा चिरादेखिएको छ,building_damage_check
बिहानदेखि दिदी बाट कुनै खबर छैन प्लिज,family_member_missing
हजुरआमा लडेरढाडमा चोट लाग्यो,injury_report
भूकम्पपछि भवनको सुरक्षा जाँच कसले गर्छ,building_damage_check
तिमीले के के गर्न सक्छौ???,fallback_unclear
कोहि छैन र मद्दत गर्ने है,sos_help_request
बुबा लाई छातीमा दुखाइ भइरहेकोछ,medical_emergency_request
गोर्खा मा आगो लागेको छ,fire_incident_report
सहयोग गर्नुन,sos_help_request
नमस्तेदाइ,greeting
छत खसेर छोरा थुनिनुभयो है,trapped_debris_report
उद्धार टोली चाहियो थुनिएको छु हजुर,trapped_debris_report
सडकमा पर्खालभत्कियो,building_collapse_report
काठमाडौं को लागि निकासा योजना!!,evacuation_guidance_query
गोर्खा मा जोडदार धक्का महसुस भयो,earthquake_occurring_report
डाक्टर तुरुन्तै चाहियो,medical_emergency_request
काठमाडौं मा जोडदार धक्का महसुस भयो,earthquake_occurring_report
गीतगाउन सक्छौ,fallback_unclear
काठमाडौं कोलागि पराकम्प चेतावनी,aftershock_information_query
धन्यबादहै,goodbye_thanks
काठमाडौं मा आगोलागेको छ,fire_incident_report
भूकम्प तयारीका सुझावहरू दिनुहोस् प्लिज,preparedness_tips_query
काठमाडौं को लागि पराकम्प चेतावनी,aftershock_information_query
बुबा लाई एम्बुलेन्स चाहियोछिटो,medical_emergency_request
दाजु सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status
गोर्खामा आगो छिट्टै फैलिँदैछ,fire_incident_report
अहिले मैले के कदम चाल्ने,status_check_general
दिदीबेहोस हुनुभयो,medical_emergency_request
दाजुलाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request
बुबा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status
पराकम्पपछि घरभित्र सुत्न सुरक्षित छ कि,aftershock_information_query
छोराभग्नावशेषमुनि थुनिनुभयो,trapped_debris_report
अर्को भूकम्प आउनेछ कि,aftershock_information_query
ओके धन्यवाद!!,goodbye_thanks
भूकम्पदेखि बिजुलीछैन,power_outage_report
विपद रिपोर्टिङ हटलाइन,emergency_contact_request
सहयोगचाहियो,sos_help_request
बिहानदेखि दिदी बाट कुनै खबर छैन,family_member_missing
आमा लडेरढाडमा चोट लाग्यो???,injury_report
म र हजुरबुबा थुनिएका छौं,trapped_debris_report
पोखरा कोलागि निकासा योजना,evacuation_guidance_query
गोर्खा मा आगो लागेको छ!!,fire_incident_report
भूकम्पको बेलाखुट्टामा चोट लाग्यो,injury_report
हजुर नमस्ते,greeting
ललितपुर मा आगो छिट्टै फैलिँदैछ???,fire_incident_report
परिवार पुनर्मिलन प्रक्रिया के हो,family_reunification_status
जाँच्दैछु हजुर,fallback_unclear
बुबा लाई सुरक्षित फेला परेकोछ,family_reunification_status
ललितपुर मा घर भत्कियो छिटो,building_collapse_report
दाजु अझै घर आउनुभएको छैन,family_member_missing
एकदमधन्यवाद,goodbye_thanks
भक्तपुर मा घर भत्कियो!!,building_collapse_report
भूकम्प तयारीका सुझावहरू दिनुहोस् हजुर,preparedness_tips_query
दिदी सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु प्लिज,family_reunification_status
पोखरा मा बिजुलीको तार खसेकोछ,power_outage_report
जाजरकोट माभूकम्प गयो,earthquake_occurring_report
अहिले हजुरबुबा सँग भेट भयो,family_reunification_status
