id,title,text_content,rag_input_text,metadata_payload,word_count
NDRRMA_2082_EQ_011,आपत्कालीन भेला हुने ठाउँ (Assembly Point),"आफ्नो घर, काम गर्ने उद्योग कलकारखाना, कार्यालय तथा समुदायमा भूकम्प, आगलागी वा अरु प्रकोप भए भागेर जाने सुरक्षित ठाउँ र त्यहाँ जाने सुरक्षित बाटो निर्क्योल गरेर चिन्हो लगाई राख्नुपर्छ।","शीर्षक (Title): आपत्कालीन भेला हुने ठाउँ (Assembly Point)
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 27)
विषयवस्तु (Content): आफ्नो घर, काम गर्ने उद्योग कलकारखाना, कार्यालय तथा समुदायमा भूकम्प, आगलागी वा अरु प्रकोप भए भागेर जाने सुरक्षित ठाउँ र त्यहाँ जाने सुरक्षित बाटो निर्क्योल गरेर चिन्हो लगाई राख्नुपर्छ।","{'chunk_id': 'NDRRMA_2082_EQ_011', 'title': 'आपत्कालीन भेला हुने ठाउँ (Assembly Point)', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 27, 'language': 'ne', 'word_count': 29, 'disaster_type': 'earthquake'}",29
NDRRMA_2082_EQ_012,भूकम्प - परिचय र जोखिम,"भूकम्प प्राकृतिक प्रकोप हो। भारतीय उपमहाद्वीप प्राकृतिकरूपमा बिस्तारै सर्दै गएको हुनाले नेपाल सक्रिय भूकम्पीय क्षेत्रमा रहेको छ। यस क्षेत्रमा वर्षेनि एक हजारभन्दा बढी स-साना भूकम्पका झट्का आइरहन्छन्। कुनैकुनै बेला महाभूकम्पका घटना हुन्छन्। पछिल्लो सबैभन्दा ठूलो विनाशकारी भूकम्प २०७२ वैशाखमा आएको थियो। संसारभरिमा भूकम्पको उच्च जोखिमका हिसाबले नेपाल ११ औं देश हो भन्ने मान्यता छ। भूकम्पको ध्वंसात्मक क्षमताको साथसाथै पुराना तथा कमजोर भौतिक पूर्वाधार संरचनाहरू, घर भवन बनाउँदा भूकम्प निवारक प्रविधिको प्रयोग नगर्ने र सहरी क्षेत्रमा जनघनत्व धेरै भएको कारणले भूकम्पबाट हुने विपद् जोखिमलाई थप बढाएको छ।","शीर्षक (Title): भूकम्प - परिचय र जोखिम
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 29)
विषयवस्तु (Content): भूकम्प प्राकृतिक प्रकोप हो। भारतीय उपमहाद्वीप प्राकृतिकरूपमा बिस्तारै सर्दै गएको हुनाले नेपाल सक्रिय भूकम्पीय क्षेत्रमा रहेको छ। यस क्षेत्रमा वर्षेनि एक हजारभन्दा बढी स-साना भूकम्पका झट्का आइरहन्छन्। कुनैकुनै बेला महाभूकम्पका घटना हुन्छन्। पछिल्लो सबैभन्दा ठूलो विनाशकारी भूकम्प २०७२ वैशाखमा आएको थियो। संसारभरिमा भूकम्पको उच्च जोखिमका हिसाबले नेपाल ११ औं देश हो भन्ने मान्यता छ। भूकम्पको ध्वंसात्मक क्षमताको साथसाथै पुराना तथा कमजोर भौतिक पूर्वाधार संरचनाहरू, घर भवन बनाउँदा भूकम्प निवारक प्रविधिको प्रयोग नगर्ने र सहरी क्षेत्रमा जनघनत्व धेरै भएको कारणले भूकम्पबाट हुने विपद् जोखिमलाई थप बढाएको छ।","{'chunk_id': 'NDRRMA_2082_EQ_012', 'title': 'भूकम्प - परिचय र जोखिम', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 29, 'language': 'ne', 'word_count': 86, 'disaster_type': 'earthquake'}",86
NDRRMA_2082_EQ_013,भूकम्पअघि गर्नुपर्ने तयारी,"भवन निर्माण संहिता पालना र गुणस्तरीय सामग्रीको प्रयोग गरी सुरक्षित घर संरचना निर्माण गर्ने। घरभित्र रहेका दराज, गमला लगायतका वस्तुहरूलाई नढल्ने, नखस्ने, नझर्ने गरी कसेर वा बाँधेर सुरक्षित गर्ने। भूकम्पका बेला सुरक्षित रूपबाट घर बाहिर निस्कने बाटो, भर्‍याङ, कोरिडोर, मझेरी, मुटान र अन्य स्थानमा अवरोध हुने वस्तुहरू नराख्ने, भए सार्ने।","शीर्षक (Title): भूकम्पअघि गर्नुपर्ने तयारी
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 29)
विषयवस्तु (Content): भवन निर्माण संहिता पालना र गुणस्तरीय सामग्रीको प्रयोग गरी सुरक्षित घर संरचना निर्माण गर्ने। घरभित्र रहेका दराज, गमला लगायतका वस्तुहरूलाई नढल्ने, नखस्ने, नझर्ने गरी कसेर वा बाँधेर सुरक्षित गर्ने। भूकम्पका बेला सुरक्षित रूपबाट घर बाहिर निस्कने बाटो, भर्‍याङ, कोरिडोर, मझेरी, मुटान र अन्य स्थानमा अवरोध हुने वस्तुहरू नराख्ने, भए सार्ने।","{'chunk_id': 'NDRRMA_2082_EQ_013', 'title': 'भूकम्पअघि गर्नुपर्ने तयारी', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 29, 'language': 'ne', 'word_count': 50, 'disaster_type': 'earthquake'}",50
NDRRMA_2082_EQ_014,भूकम्पअघि गर्नुपर्ने तयारी (परिवार र समुदाय),"भूकम्प आउँदा के गर्ने, घरभित्रका सुरक्षित स्थानहरू कुन कुन हुन्, सुरक्षित किसिमले बाहिर निस्कने बाटो तथा घर बाहिर सुरक्षित भेला हुने स्थानका बारेमा परिवारमा छलफल गर्ने। सुक्खा खाना, प्राथमिक उपचारका सामान, नियमित सेवन गर्नुपर्ने अत्यावश्यक औषधी, लुगाफाटा, अत्यावश्यक व्यक्तिगत कागजपत्रहरू राखेर एउटा झोला (झट्पट् झोला) तयार पारी राख्ने। भूकम्पलगत्तै उद्धारकर्मी एवं स्वास्थ्यकर्मी तुरुन्त आइनपुग्न सक्छन्, त्यसैले प्राथमिक उपचारको विधिहरू सिकिराख्ने।","शीर्षक (Title): भूकम्पअघि गर्नुपर्ने तयारी (परिवार र समुदाय)
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 29)
विषयवस्तु (Content): भूकम्प आउँदा के गर्ने, घरभित्रका सुरक्षित स्थानहरू कुन कुन हुन्, सुरक्षित किसिमले बाहिर निस्कने बाटो तथा घर बाहिर सुरक्षित भेला हुने स्थानका बारेमा परिवारमा छलफल गर्ने। सुक्खा खाना, प्राथमिक उपचारका सामान, नियमित सेवन गर्नुपर्ने अत्यावश्यक औषधी, लुगाफाटा, अत्यावश्यक व्यक्तिगत कागजपत्रहरू राखेर एउटा झोला (झट्पट् झोला) तयार पारी राख्ने। भूकम्पलगत्तै उद्धारकर्मी एवं स्वास्थ्यकर्मी तुरुन्त आइनपुग्न सक्छन्, त्यसैले प्राथमिक उपचारको विधिहरू सिकिराख्ने।","{'chunk_id': 'NDRRMA_2082_EQ_014', 'title': 'भूकम्पअघि गर्नुपर्ने तयारी (परिवार र समुदाय)', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 29, 'language': 'ne', 'word_count': 60, 'disaster_type': 'earthquake'}",60
NDRRMA_2082_EQ_015,भूकम्प प्रतिरोधी तयारी - बलियो घर र सामूहिक योजना,"भूकम्पबाट सुरक्षित हुने 'घुँडा टेकी, गुडुल्की, ओत लागी समात' जस्ता सीप सिक्ने, सिकाउने। चर्केका र कमजोर घरलाई प्रबलीकरण विधिबाट भूकम्प प्रतिरोधी बनाउने। भूकम्पका बेला आगलागी हुनसक्छ, त्यसैले आगो निभाउने साधन समेत घरको मूल ढोका नजिक राख्ने। परिवारका अलावा छिमेकीहरू, सहकर्मीहरू एवं समुदाय मिलेर सामूहिक पूर्वतयारी योजना बनाउने।","शीर्षक (Title): भूकम्प प्रतिरोधी तयारी - बलियो घर र सामूहिक योजना
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 30)
विषयवस्तु (Content): भूकम्पबाट सुरक्षित हुने 'घुँडा टेकी, गुडुल्की, ओत लागी समात' जस्ता सीप सिक्ने, सिकाउने। चर्केका र कमजोर घरलाई प्रबलीकरण विधिबाट भूकम्प प्रतिरोधी बनाउने। भूकम्पका बेला आगलागी हुनसक्छ, त्यसैले आगो निभाउने साधन समेत घरको मूल ढोका नजिक राख्ने। परिवारका अलावा छिमेकीहरू, सहकर्मीहरू एवं समुदाय मिलेर सामूहिक पूर्वतयारी योजना बनाउने।","{'chunk_id': 'NDRRMA_2082_EQ_015', 'title': 'भूकम्प प्रतिरोधी तयारी - बलियो घर र सामूहिक योजना', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 30, 'language': 'ne', 'word_count': 47, 'disaster_type': 'earthquake'}",47
NDRRMA_2082_EQ_016,भूकम्प आएका बेला के गर्ने? (भाग १),"कम्पन भइरहेका बेला शान्त रहने। नआत्तिकन सकेसम्म छिटो नजिकको सुरक्षित स्थानमा पुग्ने। भुइँतलामा ढोकाको नजिकै भए घरबाहिर निस्की खुल्ला स्थानमा बस्ने। बालकनी वा झ्याल तथा छतबाट हाम फाल्ने प्रयास नगर्ने। धेरै माथिल्ला तलामा भए ढोकातिर नदौडने, भूकम्प नरोकिएसम्म सुरक्षित र भरपर्दो स्थानमा बस्ने।","शीर्षक (Title): भूकम्प आएका बेला के गर्ने? (भाग १)
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 30)
विषयवस्तु (Content): कम्पन भइरहेका बेला शान्त रहने। नआत्तिकन सकेसम्म छिटो नजिकको सुरक्षित स्थानमा पुग्ने। भुइँतलामा ढोकाको नजिकै भए घरबाहिर निस्की खुल्ला स्थानमा बस्ने। बालकनी वा झ्याल तथा छतबाट हाम फाल्ने प्रयास नगर्ने। धेरै माथिल्ला तलामा भए ढोकातिर नदौडने, भूकम्प नरोकिएसम्म सुरक्षित र भरपर्दो स्थानमा बस्ने।","{'chunk_id': 'NDRRMA_2082_EQ_016', 'title': 'भूकम्प आएका बेला के गर्ने? (भाग १)', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 30, 'language': 'ne', 'word_count': 43, 'disaster_type': 'earthquake'}",43
NDRRMA_2082_EQ_017,भूकम्प आएका बेला के गर्ने? (भाग २),"बलियो टेबुल कुर्सी छन् भने त्यसको मुनि घुँडा टेकी गुडुल्की ओत लागी समातेर बस्ने र भूकम्प रोकिए सुरक्षितपूर्वक बाहिर निस्कने। टाउको र घाँटीलाई कडा वस्तु वा हातले छोपेर सुरक्षित राख्ने। सकेसम्म शिशा, झ्याल, ठाडा राख्ने र्‍याकबाट टाढा रहने। घरबाहिर भए खस्न र झर्न सक्ने वस्तुहरूबाट जोगिएर सुरक्षित स्थानमा बस्ने। खम्बा, बिजुलीको तार तथा पर्खालबाट टाढा खुला मैदानमा बस्ने। भागदौड नगर्ने, असुरक्षित हुने हुँदा लिफ्टको प्रयोग नगर्ने।","शीर्षक (Title): भूकम्प आएका बेला के गर्ने? (भाग २)
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 30)
विषयवस्तु (Content): बलियो टेबुल कुर्सी छन् भने त्यसको मुनि घुँडा टेकी गुडुल्की ओत लागी समातेर बस्ने र भूकम्प रोकिए सुरक्षितपूर्वक बाहिर निस्कने। टाउको र घाँटीलाई कडा वस्तु वा हातले छोपेर सुरक्षित राख्ने। सकेसम्म शिशा, झ्याल, ठाडा राख्ने र्‍याकबाट टाढा रहने। घरबाहिर भए खस्न र झर्न सक्ने वस्तुहरूबाट जोगिएर सुरक्षित स्थानमा बस्ने। खम्बा, बिजुलीको तार तथा पर्खालबाट टाढा खुला मैदानमा बस्ने। भागदौड नगर्ने, असुरक्षित हुने हुँदा लिफ्टको प्रयोग नगर्ने।","{'chunk_id': 'NDRRMA_2082_EQ_017', 'title': 'भूकम्प आएका बेला के गर्ने? (भाग २)', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 30, 'language': 'ne', 'word_count': 66, 'disaster_type': 'earthquake'}",66
NDRRMA_2082_EQ_018,भूकम्प आएका बेला के गर्ने? (भाग ३ - बाहिर निस्कँदा),"बाहिर निस्कनुअघि सम्भव भएसम्म आगो लाग्न सक्ने स्रोतहरू जस्तै ग्यास, हिटर, बिजुली, अगेनो, अन्य विद्युतीय उपकरण बन्द गर्ने। घर बाहिर निस्कँदा अत्यावश्यक सामान राखिएको झोला (झट्पट् झोला) साथमै लिएर निस्कने। गाडी, मोटरसाइकल वा साइकल चलाउँदै गरेको भए आफ्नो साइडतर्फ छेउ लगाउने।","शीर्षक (Title): भूकम्प आएका बेला के गर्ने? (भाग ३ - बाहिर निस्कँदा)
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 30)
विषयवस्तु (Content): बाहिर निस्कनुअघि सम्भव भएसम्म आगो लाग्न सक्ने स्रोतहरू जस्तै ग्यास, हिटर, बिजुली, अगेनो, अन्य विद्युतीय उपकरण बन्द गर्ने। घर बाहिर निस्कँदा अत्यावश्यक सामान राखिएको झोला (झट्पट् झोला) साथमै लिएर निस्कने। गाडी, मोटरसाइकल वा साइकल चलाउँदै गरेको भए आफ्नो साइडतर्फ छेउ लगाउने।","{'chunk_id': 'NDRRMA_2082_EQ_018', 'title': 'भूकम्प आएका बेला के गर्ने? (भाग ३ - बाहिर निस्कँदा)', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 30, 'language': 'ne', 'word_count': 41, 'disaster_type': 'earthquake'}",41
NDRRMA_2082_EQ_019,भूकम्पको धक्का रोकिएपछि के गर्ने?,घरभित्र भए सकेसम्म छिटो घरबाहिर निस्कने। परकम्प आउन सक्ने भएकोले तत्काल भवनभित्र नजाने। रेडियो तथा अन्य सञ्चारमाध्यम मार्फत आपत्कालीन सूचना र समाचार प्राप्त गर्ने तथा त्यसमा सुझाइएका सुझावहरूको पालना गर्ने। बिजुलीको तार चुँडिएको छ भने मुख्य स्विच बन्द गर्ने। पानीको पाइप क्षतिग्रस्त भएको छ भने मुख्य स्थानमा बन्द गर्ने।,"शीर्षक (Title): भूकम्पको धक्का रोकिएपछि के गर्ने?
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 31)
विषयवस्तु (Content): घरभित्र भए सकेसम्म छिटो घरबाहिर निस्कने। परकम्प आउन सक्ने भएकोले तत्काल भवनभित्र नजाने। रेडियो तथा अन्य सञ्चारमाध्यम मार्फत आपत्कालीन सूचना र समाचार प्राप्त गर्ने तथा त्यसमा सुझाइएका सुझावहरूको पालना गर्ने। बिजुलीको तार चुँडिएको छ भने मुख्य स्विच बन्द गर्ने। पानीको पाइप क्षतिग्रस्त भएको छ भने मुख्य स्थानमा बन्द गर्ने।","{'chunk_id': 'NDRRMA_2082_EQ_019', 'title': 'भूकम्पको धक्का रोकिएपछि के गर्ने?', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 31, 'language': 'ne', 'word_count': 49, 'disaster_type': 'earthquake'}",49
NDRRMA_2082_EQ_020,भूकम्पपछि सुरक्षा सावधानी,"भूकम्प रोकिएपछि पनि घरका बाहिरी संरचना भत्किन सक्ने, माथिबाट सामान खस्न सक्ने, बिजुलीका तारहरू चुँडिने तथा ग्यास र पानीका पाइपहरू फुट्ने वा चर्किन सक्ने भएकाले खुल्ला स्थानमा रहने। सडकमा टुटेका तार, भत्किएका भवन, ठूला पर्खालबाट टाढा रहने। घरबाहिर निस्केपछि कोही घाइते भएको छ भने तुरुन्त प्राथमिक उपचारको व्यवस्था गर्ने र थप उपचारका लागि सहायताकर्मीको प्रतीक्षा गर्ने वा सम्बन्धित निकायसँग समन्वय गरी नजिकैको अस्पताल वा स्वास्थ्य केन्द्रमा पुर्‍याउने।","शीर्षक (Title): भूकम्पपछि सुरक्षा सावधानी
स्रोत (Source): NDRRMA_DRRM_Handbook_2082 (Page 31)
विषयवस्तु (Content): भूकम्प रोकिएपछि पनि घरका बाहिरी संरचना भत्किन सक्ने, माथिबाट सामान खस्न सक्ने, बिजुलीका तारहरू चुँडिने तथा ग्यास र पानीका पाइपहरू फुट्ने वा चर्किन सक्ने भएकाले खुल्ला स्थानमा रहने। सडकमा टुटेका तार, भत्किएका भवन, ठूला पर्खालबाट टाढा रहने। घरबाहिर निस्केपछि कोही घाइते भएको छ भने तुरुन्त प्राथमिक उपचारको व्यवस्था गर्ने र थप उपचारका लागि सहायताकर्मीको प्रतीक्षा गर्ने वा सम्बन्धित निकायसँग समन्वय गरी नजिकैको अस्पताल वा स्वास्थ्य केन्द्रमा पुर्‍याउने।","{'chunk_id': 'NDRRMA_2082_EQ_020', 'title': 'भूकम्पपछि सुरक्षा सावधानी', 'source': 'NDRRMA_DRRM_Handbook_2082', 'page_number': 31, 'language': 'ne', 'word_count': 67, 'disaster_type': 'earthquake'}",67
